gene,variable,value
PKM,arch_1,-0.05287454
PARP6,arch_1,-0.00013731678
AC009690.2,arch_1,0.0054383627
CELF6,arch_1,-0.0008912121
HEXA,arch_1,-0.004380766
HEXA-AS1,arch_1,-0.020921439
TMEM202-AS1,arch_1,0.0026436725
ARIH1,arch_1,-0.022754207
LINC02259,arch_1,-0.023804452
AC100827.4,arch_1,-0.018071571
BBS4,arch_1,0.010894324
ADPGK,arch_1,-0.01681063
ADPGK-AS1,arch_1,-0.020431273
NEO1,arch_1,-0.0033684927
REC114,arch_1,-0.007267145
NPTN,arch_1,0.021677306
CD276,arch_1,-0.015321193
INSYN1,arch_1,-0.021241363
LOXL1-AS1,arch_1,0.008390756
LOXL1,arch_1,0.0494736
STOML1,arch_1,-0.012216275
PML,arch_1,0.007652656
AC013486.1,arch_1,-0.019308005
ISLR2,arch_1,-0.016506966
AC010931.2,arch_1,-0.01577418
AC010931.3,arch_1,-0.016186731
ISLR,arch_1,0.022238636
CCDC33,arch_1,-0.02331966
CYP11A1,arch_1,-0.020916099
AC090826.1,arch_1,-0.022372514
SEMA7A,arch_1,-0.018130003
UBL7,arch_1,-0.014946589
UBL7-AS1,arch_1,-0.0030010317
AC012435.3,arch_1,-0.022954084
ARID3B,arch_1,-0.020652842
CLK3,arch_1,-0.009947516
EDC3,arch_1,-0.008350373
CSK,arch_1,-0.010724113
ULK3,arch_1,-0.012334722
SCAMP2,arch_1,-0.010959393
MPI,arch_1,-0.009732293
FAM219B,arch_1,-0.0046795052
COX5A,arch_1,-0.031817168
RPP25,arch_1,-0.02594007
SCAMP5,arch_1,-0.0027548878
PPCDC,arch_1,0.012788786
C15orf39,arch_1,-0.027702365
COMMD4,arch_1,-0.007380302
NEIL1,arch_1,-0.0017737864
MAN2C1,arch_1,-0.0015357019
SIN3A,arch_1,-0.014476599
PTPN9,arch_1,0.061541066
SNUPN,arch_1,0.016775012
AC105020.2,arch_1,-0.018498875
IMP3,arch_1,-0.006562765
AC105020.6,arch_1,-0.017881777
AC105020.5,arch_1,-0.016775882
SNX33,arch_1,-0.013309551
CSPG4,arch_1,0.008391331
AC105020.1,arch_1,-0.024461878
DNM1P35,arch_1,-0.015747055
UBE2Q2,arch_1,-0.004022658
FBXO22,arch_1,1.9697964e-05
NRG4,arch_1,-0.008718911
TMEM266,arch_1,-0.008112674
ETFA,arch_1,-0.04191094
AC027243.3,arch_1,-0.016430892
SCAPER,arch_1,0.019677635
RCN2,arch_1,-0.006135652
PSTPIP1,arch_1,-0.03390306
TSPAN3,arch_1,-0.0007297239
AC090181.1,arch_1,-0.018772157
PEAK1,arch_1,0.07485213
HMG20A,arch_1,0.010632229
AC046168.2,arch_1,-0.014654709
LINGO1,arch_1,-0.018215144
TBC1D2B,arch_1,-0.007852033
SH2D7,arch_1,-0.017870381
CIB2,arch_1,-0.02119664
IDH3A,arch_1,-0.041147158
ACSBG1,arch_1,-0.025228553
DNAJA4,arch_1,-0.015642768
WDR61,arch_1,0.0006863942
AC090607.1,arch_1,-0.024312835
IREB2,arch_1,0.0009856576
AC027228.1,arch_1,-0.022884909
HYKK,arch_1,-0.0033452362
PSMA4,arch_1,-0.0036560283
CHRNA5,arch_1,-0.02547796
CHRNA3,arch_1,-0.02023495
CHRNB4,arch_1,-0.02258251
ADAMTS7,arch_1,-0.024010507
MORF4L1,arch_1,-0.011663504
CTSH,arch_1,-0.026923124
RASGRF1,arch_1,-0.023863873
TMED3,arch_1,-0.018077917
AC027811.1,arch_1,-0.020904282
MINAR1,arch_1,-0.025093824
MTHFS,arch_1,0.0041429815
AC015871.1,arch_1,-0.008523308
ST20-AS1,arch_1,-0.020763185
ZFAND6,arch_1,-0.006677385
FAH,arch_1,-0.025261033
LINC00927,arch_1,-0.01754957
AC016705.2,arch_1,-0.020428665
ARNT2,arch_1,0.008833191
AC108451.1,arch_1,-0.017550195
ABHD17C,arch_1,-0.011698457
CEMIP,arch_1,-0.039209634
AC027808.2,arch_1,-0.01980831
MESD,arch_1,-0.021464529
AC068870.2,arch_1,-0.020426348
TLNRD1,arch_1,-0.035563454
CFAP161,arch_1,-0.047423817
IL16,arch_1,-0.05622763
AC103858.1,arch_1,-0.022897635
STARD5,arch_1,-0.014456777
AC103858.3,arch_1,-0.015723266
TMC3-AS1,arch_1,0.0019756858
TMC3,arch_1,-0.019996053
AC060809.1,arch_1,0.01180722
AC104041.1,arch_1,0.02650926
MEX3B,arch_1,-0.021982867
EFL1,arch_1,0.010555092
SAXO2,arch_1,0.02135286
GOLGA6L10,arch_1,-0.022080889
GOLGA6L9,arch_1,-0.019570401
RPS17,arch_1,-0.022569504
AC245033.2,arch_1,-0.015460519
CPEB1,arch_1,0.015051826
CPEB1-AS1,arch_1,-0.007864674
AP3B2,arch_1,-0.021031445
AC105339.3,arch_1,0.0019599437
AC105339.6,arch_1,-0.017533641
SNHG21,arch_1,-0.019254187
FSD2,arch_1,-0.050814804
WHAMM,arch_1,-0.00929735
HOMER2,arch_1,0.004978284
AC022558.2,arch_1,0.0064524184
C15orf40,arch_1,-0.004956147
BTBD1,arch_1,-0.011113876
AC024270.5,arch_1,-0.022284612
TM6SF1,arch_1,-0.0029038
HDGFL3,arch_1,0.0051905033
AC103876.1,arch_1,0.010297534
BNC1,arch_1,-0.020519292
SH3GL3,arch_1,-0.021880694
ADAMTSL3,arch_1,0.2110472
UBE2Q2L,arch_1,1.6625556e-05
GOLGA6L4,arch_1,-0.008720738
AC048382.5,arch_1,0.026581857
ZSCAN2,arch_1,0.002820747
WDR73,arch_1,0.009716215
NMB,arch_1,-0.0183732
SEC11A,arch_1,-0.018694868
AC115102.1,arch_1,-0.021088462
AC012291.3,arch_1,0.047453213
ZNF592,arch_1,0.023310138
ALPK3,arch_1,0.033315163
SLC28A1,arch_1,-0.022856556
PDE8A,arch_1,-0.022521375
AKAP13,arch_1,-0.08809959
AC087286.3,arch_1,-0.022971371
AC087286.2,arch_1,-0.009955079
AC021739.4,arch_1,-0.026621142
AC021739.2,arch_1,-0.017809603
AC021739.5,arch_1,-0.020285139
AC021739.3,arch_1,-0.02393368
KLHL25,arch_1,-0.04466054
AGBL1,arch_1,-0.010322461
AC020687.1,arch_1,-0.036513407
NTRK3,arch_1,-0.051885042
MRPL46,arch_1,-0.021248545
MRPS11,arch_1,-0.00588137
DET1,arch_1,0.02690061
LINC01586,arch_1,-0.022677409
AEN,arch_1,-0.028658688
ISG20,arch_1,-0.026376411
ACAN,arch_1,-0.021115983
HAPLN3,arch_1,-0.031012153
MFGE8,arch_1,-0.06476215
AC013565.1,arch_1,-0.020614661
ABHD2,arch_1,-0.015735565
RLBP1,arch_1,-0.019161588
FANCI,arch_1,-0.011847056
POLG,arch_1,-0.011183589
AC124068.2,arch_1,-0.023030307
MIR9-3HG,arch_1,0.0012270046
RHCG,arch_1,-0.018092405
AC013391.2,arch_1,-0.022569641
TICRR,arch_1,-0.019993087
KIF7,arch_1,-0.0016326921
PLIN1,arch_1,-0.022549698
PEX11A,arch_1,-0.025520911
WDR93,arch_1,-0.022848668
MESP2,arch_1,-0.02289865
ANPEP,arch_1,-0.05205974
AP3S2,arch_1,-0.0090907505
ARPIN,arch_1,-0.00074226543
ZNF710,arch_1,-0.0063968305
ZNF710-AS1,arch_1,-0.027922774
IDH2,arch_1,-0.0296035
SEMA4B,arch_1,-0.045015734
CIB1,arch_1,-0.03155357
GDPGP1,arch_1,-0.010725974
TTLL13P,arch_1,-0.02082126
NGRN,arch_1,-0.021199329
ZNF774,arch_1,-0.02529218
IQGAP1,arch_1,-0.015233703
AC018946.1,arch_1,-0.017359616
CRTC3,arch_1,-0.05108449
AC103739.2,arch_1,-0.018725729
CRTC3-AS1,arch_1,-0.0068072937
LINC01585,arch_1,-0.021605356
BLM,arch_1,-0.02078474
FURIN,arch_1,-0.031572707
FES,arch_1,0.0034385324
MAN2A2,arch_1,0.0033070478
HDDC3,arch_1,-0.014537886
UNC45A,arch_1,-0.010341528
AC068831.1,arch_1,-0.020880014
RCCD1,arch_1,-0.014791764
PRC1,arch_1,-0.017136402
PRC1-AS1,arch_1,-0.01392433
VPS33B,arch_1,-0.0036063073
SV2B,arch_1,0.007929165
AC104035.1,arch_1,0.079725586
SLCO3A1,arch_1,0.02874999
AC116903.2,arch_1,0.008568821
AC091544.5,arch_1,-0.022673925
FAM174B,arch_1,0.0064822147
LINC01578,arch_1,-0.013518104
CHD2,arch_1,-0.0053558555
RGMA,arch_1,0.08931312
AC091078.1,arch_1,0.005739591
AC110023.1,arch_1,0.048611894
LINC01579,arch_1,0.12258083
LINC02207,arch_1,0.100436606
LINC01580,arch_1,0.017567253
LINC01581,arch_1,-0.02264773
MCTP2,arch_1,-0.014443802
AC009432.2,arch_1,-0.020674728
LINC01197,arch_1,0.028566495
LINC00924,arch_1,-0.011772578
AC027013.1,arch_1,-0.019330291
AC015574.1,arch_1,-0.023428649
AC012409.2,arch_1,0.03715597
AC024337.2,arch_1,-0.02195158
NR2F2-AS1,arch_1,0.003246513
NR2F2,arch_1,-0.010160543
AC087477.2,arch_1,0.012121069
AC087477.5,arch_1,-0.014816246
AC020704.1,arch_1,-0.021701144
LINC00923,arch_1,-0.043728925
ARRDC4,arch_1,0.00092728046
LINC02251,arch_1,-0.018027388
AC022523.1,arch_1,-0.027836781
LINC02351,arch_1,-0.06638472
FAM169B,arch_1,-0.024317358
IGF1R,arch_1,0.024480008
AC055807.1,arch_1,-0.01780757
AC069029.1,arch_1,-0.01667802
AC036108.1,arch_1,0.0034852675
SYNM,arch_1,-0.02183316
TTC23,arch_1,-0.0005687589
AC036108.3,arch_1,-0.021936702
LRRC28,arch_1,0.015497002
AC015660.2,arch_1,-0.018141357
MEF2A,arch_1,-0.14102831
LYSMD4,arch_1,0.016156068
AC090825.1,arch_1,0.019620614
AC084855.1,arch_1,-0.024353586
ADAMTS17,arch_1,-0.040474158
AC084855.2,arch_1,-0.024818173
AC022710.1,arch_1,-0.024571165
SPATA41,arch_1,-0.030418029
CERS3-AS1,arch_1,-0.082490176
CERS3,arch_1,-0.044659235
AC027020.2,arch_1,-0.024119234
AC027020.1,arch_1,-0.019315956
LINS1,arch_1,-0.010533355
ASB7,arch_1,-0.0013574787
AC087762.1,arch_1,-0.020203104
AC015712.1,arch_1,0.0019544738
AC015712.4,arch_1,-0.018657524
ALDH1A3,arch_1,0.04982109
AC015712.7,arch_1,-0.015353946
AC015712.2,arch_1,0.05020442
LRRK1,arch_1,-0.0049075726
AC090907.1,arch_1,-0.018841205
AC090907.2,arch_1,-0.00953799
CHSY1,arch_1,-0.015780954
SELENOS,arch_1,-0.041042197
SNRPA1,arch_1,-0.0050410284
AC023024.1,arch_1,0.039988246
PCSK6,arch_1,0.18619788
PCSK6-AS1,arch_1,-0.003804194
AC090164.5,arch_1,-0.030481217
TM2D3,arch_1,0.0018253332
TARSL2,arch_1,-0.0049550594
POLR3K,arch_1,-0.02518084
RHBDF1,arch_1,-0.0075799706
MPG,arch_1,0.0013182105
NPRL3,arch_1,0.009420157
Z69720.1,arch_1,-0.012207912
Z69666.1,arch_1,-0.012334912
HBZ,arch_1,-0.018572766
Z69706.1,arch_1,-0.022441458
LUC7L,arch_1,-0.0110743875
FAM234A,arch_1,0.0054328567
RGS11,arch_1,0.029087218
PDIA2,arch_1,-0.018318068
AXIN1,arch_1,0.00047769985
MRPL28,arch_1,-0.01837935
TMEM8A,arch_1,-0.009555303
NME4,arch_1,-0.014826842
DECR2,arch_1,-0.023482108
RAB11FIP3,arch_1,-0.010095879
LINC00235,arch_1,-0.02038993
CAPN15,arch_1,-0.02878789
Z97986.1,arch_1,-0.01712861
PIGQ,arch_1,-0.0024593577
RAB40C,arch_1,-0.017807111
WFIKKN1,arch_1,-0.017774276
METTL26,arch_1,-0.026541991
WDR90,arch_1,-0.002613234
AL022341.2,arch_1,-0.021082383
RHOT2,arch_1,-0.02009698
RHBDL1,arch_1,-0.019348277
STUB1,arch_1,-0.02586104
JMJD8,arch_1,-0.031117234
WDR24,arch_1,-0.017105201
Z92544.2,arch_1,-0.01979354
FBXL16,arch_1,-0.018057445
METRN,arch_1,-0.008953038
ANTKMT,arch_1,-0.01192122
CCDC78,arch_1,-0.017275844
HAGHL,arch_1,-0.022600185
CIAO3,arch_1,-0.0076491707
RPUSD1,arch_1,-0.021547299
CHTF18,arch_1,-0.019082436
AL023882.1,arch_1,0.0067558438
LMF1,arch_1,0.007506907
LMF1-AS1,arch_1,-0.0077519086
SOX8,arch_1,-0.015686054
CACNA1H,arch_1,-0.0228036
AC120498.9,arch_1,-0.02073803
UBE2I,arch_1,-0.010312818
AL031714.1,arch_1,-0.020119013
BAIAP3,arch_1,-0.019189369
TSR3,arch_1,-0.016337259
GNPTG,arch_1,-0.00265402
AL031709.1,arch_1,-0.013777847
UNKL,arch_1,0.011568036
AL032819.1,arch_1,-0.023181275
C16orf91,arch_1,-0.028931074
CCDC154,arch_1,-0.018359045
CLCN7,arch_1,-0.006225409
AL031600.3,arch_1,-0.019464314
TELO2,arch_1,-0.013805439
IFT140,arch_1,0.04496829
AL031705.1,arch_1,-0.021017274
TMEM204,arch_1,0.033132397
AL133297.2,arch_1,-0.009710699
CRAMP1,arch_1,0.009927748
JPT2,arch_1,-0.004617424
MAPK8IP3,arch_1,-0.006558584
AL031717.1,arch_1,-0.021872422
NME3,arch_1,0.0045127496
MRPS34,arch_1,-0.01817631
EME2,arch_1,-0.00971928
SPSB3,arch_1,-0.00817269
NUBP2,arch_1,-0.01435064
HAGH,arch_1,0.011856474
FAHD1,arch_1,-0.017141115
MEIOB,arch_1,-0.022544475
RPS2,arch_1,-0.041818492
SNHG9,arch_1,-0.031590004
AC005363.2,arch_1,-0.019240506
TBL3,arch_1,-0.025833404
GFER,arch_1,-0.022792097
ZNF598,arch_1,-0.023296798
NPW,arch_1,-0.024790656
SLC9A3R2,arch_1,-0.0243472
NTHL1,arch_1,-0.016681785
TSC2,arch_1,0.015643569
PKD1,arch_1,-0.019288268
AC009065.2,arch_1,-0.0145984925
AC009065.3,arch_1,-0.020375198
RAB26,arch_1,-0.02559347
SNHG19,arch_1,-0.026510766
TRAF7,arch_1,-0.023264403
CASKIN1,arch_1,-0.020323683
MLST8,arch_1,-0.02705139
BRICD5,arch_1,-0.026113128
PGP,arch_1,-0.014070052
E4F1,arch_1,-0.018970896
ECI1,arch_1,-0.028298821
AC009065.8,arch_1,-0.022467207
RNPS1,arch_1,-0.021846954
AC009065.4,arch_1,-0.021324825
ABCA3,arch_1,0.022378858
CCNF,arch_1,-0.017264225
AC106820.5,arch_1,-0.021723542
TBC1D24,arch_1,-0.0157325
ATP6V0C,arch_1,-0.029732352
AMDHD2,arch_1,-0.010565808
PDPK1,arch_1,-0.0023614157
AC093525.6,arch_1,-0.02299099
AC093525.7,arch_1,-0.022081412
AC093525.4,arch_1,-0.012246755
AC093525.3,arch_1,-0.021201791
AC141586.3,arch_1,-0.021509277
ERVK13-1,arch_1,0.004327609
KCTD5,arch_1,-0.010944968
PRSS27,arch_1,-0.018718014
SRRM2-AS1,arch_1,-0.020862631
SRRM2,arch_1,-0.006561043
ELOB,arch_1,-0.01983959
AC092117.1,arch_1,-0.01751101
FLYWCH2,arch_1,-0.012476906
FLYWCH1,arch_1,-0.0002173308
AC004034.1,arch_1,-0.014589693
PAQR4,arch_1,-0.020056518
CLDN6,arch_1,-0.017455997
TNFRSF12A,arch_1,-0.042542424
HCFC1R1,arch_1,-0.019282818
THOC6,arch_1,-0.026908947
MMP25-AS1,arch_1,0.0037462076
MMP25,arch_1,-0.006748888
IL32,arch_1,-0.025359532
AC108134.3,arch_1,-0.023463931
ZNF213-AS1,arch_1,0.012124407
ZNF205,arch_1,-0.011372856
ZNF213,arch_1,0.015423328
AC108134.2,arch_1,-0.03403538
AJ003147.2,arch_1,-0.022046609
ZNF200,arch_1,-0.007691573
ZNF263,arch_1,0.013819434
TIGD7,arch_1,-0.0034343058
ZNF75A,arch_1,0.0002907744
AC004232.1,arch_1,-0.017596588
AC025283.2,arch_1,0.005047447
MTRNR2L4,arch_1,-0.017442146
ZSCAN32,arch_1,-0.008528831
ZNF597,arch_1,-0.018101284
NAA60,arch_1,-0.009982548
CLUAP1,arch_1,0.0050254026
NLRC3,arch_1,-0.025593638
AC004494.1,arch_1,-0.022139447
AC006111.1,arch_1,-0.019193998
SLX4,arch_1,-0.0076270043
DNASE1,arch_1,0.015792442
TRAP1,arch_1,-0.0021171393
CREBBP,arch_1,0.025620203
AC005736.1,arch_1,-0.008254933
ADCY9,arch_1,0.009842836
LINC01569,arch_1,-0.015096467
TFAP4,arch_1,-0.008172957
GLIS2,arch_1,-0.016059823
GLIS2-AS1,arch_1,-0.02217283
PAM16,arch_1,-0.017869605
CORO7,arch_1,0.011795078
VASN,arch_1,-0.045023408
DNAJA3,arch_1,-0.0141998185
NMRAL1,arch_1,-0.024078786
HMOX2,arch_1,-0.038189407
CDIP1,arch_1,-0.0050022225
C16orf96,arch_1,-0.021018608
UBALD1,arch_1,-0.023921417
MGRN1,arch_1,-0.0062877615
AC023830.1,arch_1,-0.022411268
NUDT16L1,arch_1,-0.027203942
ANKS3,arch_1,-0.0024740596
C16orf71,arch_1,-0.01654514
ZNF500,arch_1,-0.00028699194
SMIM22,arch_1,-0.016307322
GLYR1,arch_1,-0.025991162
UBN1,arch_1,-0.025902128
PPL,arch_1,-0.06613673
SEC14L5,arch_1,-0.028934682
NAGPA-AS1,arch_1,-0.022498824
NAGPA,arch_1,-0.014369818
ALG1,arch_1,-0.000977797
C16orf89,arch_1,-0.018760245
EEF2KMT,arch_1,-0.01591624
AC026458.2,arch_1,-0.018363725
AC074051.5,arch_1,-0.021726973
RBFOX1,arch_1,0.14543338
AC007222.2,arch_1,-0.01681075
AC093515.1,arch_1,-0.022619585
TMEM114,arch_1,-0.07092218
METTL22,arch_1,-0.008656543
ABAT,arch_1,-0.032265685
TMEM186,arch_1,-0.01810926
PMM2,arch_1,-0.042541124
AC012173.1,arch_1,-0.02329498
AC022167.2,arch_1,-0.01553977
CARHSP1,arch_1,-0.032057706
USP7,arch_1,-0.009485016
C16orf72,arch_1,4.860604e-05
AC087190.1,arch_1,-0.0075180326
AC012178.1,arch_1,-0.022020891
AC007221.1,arch_1,-0.018206585
GRIN2A,arch_1,-0.031011155
ATF7IP2,arch_1,-0.016233848
LINC01290,arch_1,0.006818028
EMP2,arch_1,0.008684224
AC027277.1,arch_1,-0.0118006505
TEKT5,arch_1,-0.02184645
NUBP1,arch_1,-0.003891946
TVP23A,arch_1,-0.012137538
AC133065.1,arch_1,-0.022825176
CIITA,arch_1,-0.043199476
DEXI,arch_1,-0.033526763
CLEC16A,arch_1,-0.014073003
AC007014.1,arch_1,-0.009489062
AC007220.2,arch_1,-0.024293756
AC007220.1,arch_1,-0.022152025
RMI2,arch_1,-0.006861702
SOCS1,arch_1,-0.0403265
AC099489.1,arch_1,-0.022170756
AC099489.3,arch_1,-0.02912335
LITAF,arch_1,-0.01653437
SNN,arch_1,-0.021501757
TXNDC11,arch_1,-0.009152942
ZC3H7A,arch_1,-6.1274513e-06
AC010654.1,arch_1,-0.018531494
RSL1D1,arch_1,-0.03327308
AC007216.4,arch_1,0.0003636948
GSPT1,arch_1,-0.024089184
AC007216.2,arch_1,-0.025480613
NPIPB2,arch_1,-0.007556362
TNFRSF17,arch_1,-0.015891735
SNX29,arch_1,-0.04680956
AC007216.1,arch_1,-0.02014815
AC007601.1,arch_1,-0.020338574
AC007598.2,arch_1,-0.024840906
AC010333.2,arch_1,-0.024632305
CPPED1,arch_1,0.0068168095
AC109597.1,arch_1,-0.014830965
AC109597.2,arch_1,-0.020154724
SHISA9,arch_1,-0.035206117
U91319.1,arch_1,-0.02688911
ERCC4,arch_1,0.004564468
AC010401.1,arch_1,-0.01998698
LINC02185,arch_1,0.013314025
MRTFB,arch_1,0.026824258
AC130650.1,arch_1,-0.01768694
MIR193BHG,arch_1,-0.087425284
AC040173.1,arch_1,-0.039346043
PARN,arch_1,0.008938615
BFAR,arch_1,-0.013171779
PLA2G10,arch_1,-0.0119300075
NPIPA2,arch_1,-0.019091705
NOMO1,arch_1,-0.011371906
NPIPA1,arch_1,-0.005438291
PDXDC1,arch_1,-0.022355994
AC138932.5,arch_1,-0.021641744
NTAN1,arch_1,0.0070926584
RRN3,arch_1,-0.024366159
NPIPA5,arch_1,-0.013023184
MPV17L,arch_1,-0.0041587576
BMERB1,arch_1,-0.08441896
MARF1,arch_1,0.0036314765
NDE1,arch_1,0.020613175
MYH11,arch_1,-0.011650713
AF001548.2,arch_1,-0.0097289225
FOPNL,arch_1,-0.014506869
ABCC1,arch_1,-0.14127345
ABCC6,arch_1,-0.028874686
NOMO3,arch_1,-0.02085981
AC136624.2,arch_1,-0.022191383
AC138969.1,arch_1,-0.01811265
NPIPA7,arch_1,-0.022344094
AC136431.1,arch_1,-0.017619597
XYLT1,arch_1,-0.0061190072
AC109446.3,arch_1,-0.021761222
AC009152.6,arch_1,-0.024747463
AC009152.3,arch_1,-0.025598548
AC010601.1,arch_1,-0.024766529
NPIPA8,arch_1,-0.0147023015
NPIPA9,arch_1,-0.022470115
NOMO2,arch_1,-0.009829955
RPS15A,arch_1,-0.029754397
ARL6IP1,arch_1,-0.020344935
AC138811.1,arch_1,-0.016947703
SMG1,arch_1,-0.028425796
AC092287.1,arch_1,-0.0200479
TMC7,arch_1,-0.028868094
COQ7,arch_1,0.009264419
AC099518.1,arch_1,-0.016868673
ITPRIPL2,arch_1,0.0079507725
AC099518.5,arch_1,-0.009206076
SYT17,arch_1,0.09966853
AC130456.2,arch_1,-0.020425411
TMC5,arch_1,-0.021547092
GDE1,arch_1,-0.020138722
CCP110,arch_1,0.0003189853
VPS35L,arch_1,-0.014133565
AC002550.2,arch_1,-0.019159226
KNOP1,arch_1,-0.0057579335
AC002550.1,arch_1,-0.023655068
IQCK,arch_1,0.004145233
AC027130.1,arch_1,-0.024044536
GPRC5B,arch_1,-0.035169974
ACSM5,arch_1,-0.023342839
ACSM3,arch_1,0.3916093
ACSM1,arch_1,0.20898964
THUMPD1,arch_1,0.18902478
AC004381.1,arch_1,0.09987633
ERI2,arch_1,0.09845541
REXO5,arch_1,0.049749326
LYRM1,arch_1,-0.0059631094
DNAH3,arch_1,0.010594696
AC008551.1,arch_1,-0.003976305
TMEM159,arch_1,-0.011284482
NPIPB3,arch_1,-0.016572436
AC005632.6,arch_1,-0.023203932
METTL9,arch_1,-0.0016750667
IGSF6,arch_1,-0.010193004
OTOA,arch_1,-0.024959685
AC092375.2,arch_1,-0.02226671
NPIPB4,arch_1,-0.0038271667
AC092119.2,arch_1,-0.023192992
UQCRC2,arch_1,-0.011095732
PDZD9,arch_1,-0.021945525
MOSMO,arch_1,-0.026535546
AC009019.1,arch_1,-0.020644417
VWA3A,arch_1,-0.020266514
SDR42E2,arch_1,-0.019863354
AC009019.2,arch_1,-0.017991705
EEF2K,arch_1,-0.059030842
AC009034.1,arch_1,-0.028061308
POLR3E,arch_1,-0.0153885875
AC092338.3,arch_1,-0.010738869
CDR2,arch_1,0.027801573
AC092338.1,arch_1,-0.017169574
AC092338.2,arch_1,-0.004193174
NPIPB5,arch_1,-0.018000178
AC009021.1,arch_1,-0.023192503
HS3ST2,arch_1,-0.030577207
USP31,arch_1,-0.02277797
SCNN1B,arch_1,-0.024183337
COG7,arch_1,0.022272697
AC008915.2,arch_1,-0.016669512
GGA2,arch_1,-0.0026164376
EARS2,arch_1,-0.01208735
UBFD1,arch_1,-0.004716582
NDUFAB1,arch_1,-0.021137621
PALB2,arch_1,-0.01812539
AC008870.4,arch_1,-0.024478162
DCTN5,arch_1,-0.0050915168
PLK1,arch_1,-0.021462683
PRKCB,arch_1,-0.028814038
CACNG3,arch_1,-0.0237152
RBBP6,arch_1,-0.0050813747
TNRC6A,arch_1,0.00086874684
LINC01567,arch_1,-0.021029474
AC008731.1,arch_1,-0.009283945
SLC5A11,arch_1,-0.02560832
ARHGAP17,arch_1,-0.030335234
LINC02175,arch_1,-0.0011556982
LCMT1-AS1,arch_1,-0.026390512
LCMT1,arch_1,0.010065682
LCMT1-AS2,arch_1,-0.022008555
AQP8,arch_1,-0.021130912
ZKSCAN2,arch_1,-0.024717424
AC008741.1,arch_1,-0.01930907
ZKSCAN2-DT,arch_1,-0.003922961
HS3ST4,arch_1,-0.022778148
KDM8,arch_1,-0.013298493
NSMCE1,arch_1,0.00022356142
NSMCE1-DT,arch_1,-0.013355975
IL4R,arch_1,-0.06126682
IL21R,arch_1,-0.019231351
IL21R-AS1,arch_1,-0.018168755
GTF3C1,arch_1,0.015284088
KIAA0556,arch_1,-0.0060889996
AC016597.1,arch_1,-0.01573331
GSG1L,arch_1,-0.028625354
XPO6,arch_1,-0.01616738
SBK1,arch_1,-0.024750657
NPIPB6,arch_1,-0.023138711
EIF3CL,arch_1,-0.02032229
NPIPB7,arch_1,-0.020638945
CLN3,arch_1,-0.004607941
IL27,arch_1,-0.018973945
NUPR1,arch_1,-0.03064006
AC020765.2,arch_1,-0.021199923
SGF29,arch_1,-0.010373119
SULT1A2,arch_1,-0.018115923
SULT1A1,arch_1,0.015951227
NPIPB8,arch_1,-0.019188972
EIF3C,arch_1,-0.022713546
AC145285.2,arch_1,-0.015080737
AC145285.3,arch_1,-0.02198623
AC145285.6,arch_1,-0.02454499
ATXN2L,arch_1,-0.014104072
AC133550.2,arch_1,-0.01835268
TUFM,arch_1,-0.042652603
SH2B1,arch_1,0.001528981
AC133550.3,arch_1,-0.0041812477
ATP2A1,arch_1,-0.0028309599
RABEP2,arch_1,-0.0039950726
NFATC2IP,arch_1,-0.023258464
AC109460.2,arch_1,-0.008853989
AC109460.1,arch_1,-0.021314304
SPNS1,arch_1,-0.0018499512
LAT,arch_1,-0.015819984
AC009093.2,arch_1,-0.030626582
AC009093.1,arch_1,-0.025477612
AC009093.4,arch_1,-0.023943512
NPIPB11,arch_1,-0.015949173
BOLA2,arch_1,-0.008912589
NPIPB12,arch_1,-0.024245836
QPRT,arch_1,-0.020008698
KIF22,arch_1,-0.0051482827
MAZ,arch_1,-0.0077416427
AC009133.1,arch_1,0.016897624
PRRT2,arch_1,0.026805334
PAGR1,arch_1,0.000190552
MVP,arch_1,-0.012002756
CDIPT,arch_1,-0.006223361
SEZ6L2,arch_1,-0.021299884
ASPHD1,arch_1,0.0074247904
KCTD13,arch_1,0.008928897
TMEM219,arch_1,0.008118561
TAOK2,arch_1,-0.0060429783
HIRIP3,arch_1,-0.016740311
INO80E,arch_1,0.009560051
DOC2A,arch_1,-0.018143548
TLCD3B,arch_1,-0.018851858
AC093512.2,arch_1,-0.018995149
PPP4C,arch_1,-0.013250249
TBX6,arch_1,-0.01803974
YPEL3,arch_1,0.019826084
AC012645.1,arch_1,-0.019356532
GDPD3,arch_1,-0.018845562
AC012645.2,arch_1,-0.019980153
AC012645.4,arch_1,-0.022887
MAPK3,arch_1,-0.01621128
NPIPB13,arch_1,-0.003673684
CD2BP2,arch_1,-0.021374417
TBC1D10B,arch_1,-0.009223435
MYLPF,arch_1,-0.020190673
ZNF48,arch_1,0.0008609469
SEPTIN1,arch_1,0.0066928174
ZNF771,arch_1,-0.013281195
DCTPP1,arch_1,-0.025569761
SEPHS2,arch_1,-0.033071093
ITGAL,arch_1,-0.015261246
AC116348.3,arch_1,-0.017985271
ZNF768,arch_1,-0.018241214
ZNF747,arch_1,-0.028184276
AC002310.1,arch_1,-0.025955202
ZNF764,arch_1,-0.025071159
ZNF688,arch_1,-0.0069661797
AC002310.2,arch_1,-0.005483461
ZNF785,arch_1,0.006427822
AC093249.2,arch_1,-0.019144451
ZNF689,arch_1,-0.024466056
PRR14,arch_1,-0.018925907
