archetype,gene,log1p,raw,z_scaled
arch_1,TRPV4,0.0059815743,0.011688775,-0.008750504
arch_1,TRRAP,0.15449594,0.29638052,-0.009994676
arch_1,TRUB1,0.012191166,0.032640196,0.0029852511
arch_1,TRUB2,0.014981389,0.026983898,-0.0018913721
arch_1,TSACC,0.00597244,0.010804101,-0.0019782204
arch_1,TSBP1,0.00812933,0.014170333,-0.01780055
arch_1,TSBP1-AS1,0.031248461,0.060873773,-0.013259997
arch_1,TSC1,0.060086016,0.111378565,-0.0080438815
arch_1,TSC2,0.036690075,0.06638109,-0.022243615
arch_1,TSC22D1,0.09857112,0.24790451,-0.02571521
arch_1,TSC22D1-AS1,0.0029529177,0.0055273003,-0.030354636
arch_1,TSC22D2,0.12559965,0.25577834,-0.008996754
arch_1,TSC22D3,0.09487335,0.18583548,0.04286681
arch_1,TSC22D4,0.019412823,0.035188295,-0.0027532342
arch_1,TSEN15,0.041672513,0.07897411,-0.018420607
arch_1,TSEN2,0.061332073,0.118849024,0.020115124
arch_1,TSEN34,0.0021101653,0.0063797114,-0.014504255
arch_1,TSEN54,0.006995569,0.01208737,-0.0057352
arch_1,TSFM,0.02307366,0.04309173,0.011487295
arch_1,TSG101,0.08526571,0.16310355,-0.005443473
arch_1,TSGA10,0.022176152,0.043413904,0.02244112
arch_1,TSGA13,0.00051558507,0.000939054,-0.017391037
arch_1,TSHR,0.013902624,0.026159003,-0.00090529973
arch_1,TSHZ1,0.036710463,0.07023261,-0.021105178
arch_1,TSHZ2,0.58487695,1.5917101,-0.058241237
arch_1,TSHZ3,0.1806818,0.36586362,-0.044200387
arch_1,TSIX,0.032022666,0.0602405,0.022974402
arch_1,TSKS,0.010646447,0.019263443,-0.011228424
arch_1,TSKU,0.017155409,0.032524697,0.034084883
arch_1,TSN,0.020142518,0.03781185,-0.004777805
arch_1,TSNARE1,0.027700895,0.049838815,0.0069301343
arch_1,TSNAX,0.044821303,0.08535143,0.0005805284
arch_1,TSNAXIP1,0.00283188,0.0051291385,-0.019344326
arch_1,TSPAN10,0.0016382165,0.0029614787,-0.03199716
arch_1,TSPAN11,0.006472944,0.010931949,-0.03129801
arch_1,TSPAN12,0.0006748701,0.017572124,-0.020875303
arch_1,TSPAN13,0.01627503,0.034232438,0.0029452227
arch_1,TSPAN14,0.024135198,0.058760595,0.023818016
arch_1,TSPAN15,0.0021265852,0.004735731,-0.018776488
arch_1,TSPAN16,0.0035254506,0.0059594274,-0.019653942
arch_1,TSPAN17,0.00857062,0.015157585,-0.009188502
arch_1,TSPAN18,0.0043692407,0.03602217,-0.00077079143
arch_1,TSPAN2,0.0005867398,0.002475267,-0.018244341
arch_1,TSPAN3,0.049085725,0.092343986,-0.021372555
arch_1,TSPAN31,0.018908836,0.034269314,-0.0016653482
arch_1,TSPAN33,0.00393884,0.0075055785,-0.02002516
arch_1,TSPAN4,0.03395336,0.06230052,0.02969901
arch_1,TSPAN5,0.026721591,0.05199433,-0.085861325
arch_1,TSPAN6,0.00723316,0.013236067,-0.006926379
arch_1,TSPAN7,0.002293548,0.010574664,-0.024590785
arch_1,TSPAN8,0.0032819589,0.0059469044,-0.009660475
arch_1,TSPAN9,0.09701381,0.20334178,-0.031192973
arch_1,TSPEAR,0.0023590417,0.00579779,-0.015407839
arch_1,TSPEAR-AS1,0.0012794591,0.0022767866,-0.021018533
arch_1,TSPEAR-AS2,0.0009851038,0.0017848134,-0.020117078
arch_1,TSPO,0.0010320217,0.018718485,-0.021240052
arch_1,TSPOAP1,0.0011234412,0.004862449,-0.011194889
arch_1,TSPOAP1-AS1,0.011143984,0.020155126,0.0028348446
arch_1,TSPYL1,0.0024414128,0.027092593,-0.0151091525
arch_1,TSPYL2,0.03328195,0.061429404,0.00831521
arch_1,TSPYL4,0.0071974243,0.014396471,-0.0068640243
arch_1,TSPYL5,0.0035091997,0.009469477,-0.022134475
arch_1,TSPYL6,0.0007673115,0.0013428873,-0.021072323
arch_1,TSR1,0.01918436,0.035285667,0.021757066
arch_1,TSR2,0.008825276,0.01625196,-0.01036641
arch_1,TSR3,0.00032358628,0.0058802576,-0.018879311
arch_1,TSSC4,0.0012514665,0.0075670187,-0.01572037
arch_1,TSSK3,0.012779043,0.02293871,0.00067099085
arch_1,TSSK4,0.0005159937,0.0009636084,-0.019071747
arch_1,TSSK6,0.0005654689,0.001120273,-0.020632798
arch_1,TST,0.004403094,0.0113146575,-0.013712747
arch_1,TSTA3,0.001288956,0.0050951527,-0.016885085
arch_1,TSTD1,0.0027727927,0.005434611,-0.023040902
arch_1,TSTD2,0.058627363,0.11072347,0.016114056
arch_1,TSTD3,0.13343135,0.25845978,0.0023387482
arch_1,TTBK2,0.10954443,0.20893341,-0.0022284992
arch_1,TTC1,0.0652247,0.12271853,-0.0075053945
arch_1,TTC12,0.04504344,0.08280018,-0.009174136
arch_1,TTC13,0.03638745,0.06670902,-0.020606978
arch_1,TTC14,0.15225877,0.2937,0.009964493
arch_1,TTC17,0.351325,0.73954314,0.017632598
arch_1,TTC19,0.13328104,0.25398448,0.009123199
arch_1,TTC21A,0.013387516,0.02542307,-0.007750274
arch_1,TTC21B,0.11065772,0.2143028,-0.02004736
arch_1,TTC21B-AS1,0.011132366,0.020456376,-0.00738617
arch_1,TTC23,0.0758057,0.14406902,0.007009389
arch_1,TTC23L,0.007773138,0.0146293165,-0.0018035246
arch_1,TTC25,0.0069435984,0.012123144,-0.014642254
arch_1,TTC26,0.02722244,0.051874436,-0.00041282992
arch_1,TTC27,0.11864859,0.23158883,0.016024146
arch_1,TTC28,0.67871785,1.6932272,0.015559818
arch_1,TTC28-AS1,0.026387274,0.064704426,0.034044947
arch_1,TTC29,0.0010725531,0.002104142,-0.017518144
arch_1,TTC3,0.21865444,0.42980966,-0.115673736
arch_1,TTC3-AS1,0.0055039036,0.009777478,-0.030865395
arch_1,TTC30A,0.0013824353,0.0033448688,-0.022101443
arch_1,TTC30B,0.0007918602,0.0018408906,-0.020922871
arch_1,TTC31,0.01451669,0.026637577,-0.002350107
arch_1,TTC32,0.011157521,0.020399837,-0.00731681
arch_1,TTC33,0.081286274,0.15567268,0.015156896
arch_1,TTC34,0.0023129443,0.004114435,-0.023310449
arch_1,TTC36,0.00050670176,0.000878204,-0.019251421
arch_1,TTC37,0.13646558,0.26697594,-0.017025765
arch_1,TTC38,0.02694551,0.05186021,0.024721164
arch_1,TTC39A,0.0017812148,0.005903514,-0.018546754
arch_1,TTC39B,0.067521,0.1243324,-0.052710768
arch_1,TTC39C,0.08062086,0.16857976,0.08202574
arch_1,TTC39C-AS1,0.0015343503,0.0030088085,-0.0111116255
arch_1,TTC4,0.024466591,0.045007158,0.011139526
arch_1,TTC5,0.023832995,0.042513993,-0.009965628
arch_1,TTC6,0.0031154598,0.005927016,-0.01990846
arch_1,TTC7A,0.10458812,0.20589516,0.0075667617
arch_1,TTC7B,0.11531003,0.21533416,-0.07791549
arch_1,TTC8,0.047852125,0.08879093,-0.07236881
arch_1,TTC9,0.003160896,0.0065375757,-0.026515426
arch_1,TTC9C,0.029802235,0.054796074,-0.017832853
arch_1,TTF1,0.037729923,0.06886209,0.0060657626
arch_1,TTF2,0.031111594,0.057452686,0.0143381655
arch_1,TTI1,0.028760102,0.053082734,0.00037111324
arch_1,TTI2,0.031021519,0.058320977,0.009545426
arch_1,TTL,0.04491726,0.082245514,-0.029425714
arch_1,TTLL1,0.010779745,0.019740133,-0.015299217
arch_1,TTLL11,0.06420952,0.12012687,0.008052898
arch_1,TTLL12,0.004194816,0.008333311,-0.006238177
arch_1,TTLL13P,0.0011766737,0.0023661607,-0.02415816
arch_1,TTLL3,0.07936908,0.1432747,-0.014028158
arch_1,TTLL4,0.03396785,0.06240009,-0.023754533
arch_1,TTLL5,0.12035347,0.23684242,0.008546997
arch_1,TTLL6,0.0008868077,0.0017762991,-0.019575147
arch_1,TTLL7,0.11132744,0.22127712,0.015390253
arch_1,TTLL9,0.003412971,0.005873458,-0.023483805
arch_1,TTN,0.11780768,2.633331,-0.0046481015
arch_1,TTN-AS1,0.056430843,0.67561644,0.0042187474
arch_1,TTPA,0.00228011,0.004332816,-0.004245782
arch_1,TTPAL,0.03327668,0.06363121,0.0312251
arch_1,TTTY10,0.06392862,0.13989195,0.008269506
arch_1,TTTY14,0.18416235,0.4100174,-0.029833093
arch_1,TTYH1,0.008059815,0.014360686,-0.016946454
arch_1,TTYH2,0.0028111143,0.010123268,-0.019262582
arch_1,TTYH3,0.0074506123,0.019106312,-0.01851371
arch_1,TUB,0.02192247,0.042809866,0.020307798
arch_1,TUBA1A,0.02287208,0.06846653,-0.030929634
arch_1,TUBA1B,0.009376818,0.07573207,-0.009356605
arch_1,TUBA1C,0.029507376,0.054826144,0.0022195142
arch_1,TUBA3D,0.00060813536,0.0034378928,-0.021838779
arch_1,TUBA8,0.01292501,0.023562327,0.007911513
arch_1,TUBB,0.0048978236,0.044748843,-0.026025198
arch_1,TUBB1,0.0022206262,0.004043224,-0.017673278
arch_1,TUBB2A,0.0006077694,0.003587751,-0.02273479
arch_1,TUBB3,0.0010125849,0.0024489746,-0.014863439
arch_1,TUBB4B,0.00073757384,0.029275702,-0.014322259
arch_1,TUBB6,0.12415643,0.2495601,0.037003584
arch_1,TUBB8,0.0007778114,0.0014640025,-0.018155757
arch_1,TUBD1,0.039613016,0.07272085,0.0139862355
arch_1,TUBE1,0.04103726,0.08058452,0.003972409
arch_1,TUBG1,0.0014197136,0.0048698983,-0.01678226
arch_1,TUBG2,0.017306324,0.031114353,-0.018274525
arch_1,TUBGCP2,0.036360838,0.066692345,0.0012667039
arch_1,TUBGCP3,0.09044062,0.17147075,-0.007257242
arch_1,TUBGCP4,0.02863745,0.051603608,0.00734013
arch_1,TUBGCP5,0.05668613,0.1046017,0.0021122417
arch_1,TUBGCP6,0.012744426,0.023367653,-0.00058945187
arch_1,TUFM,0.0028175632,0.02529607,-0.0038862687
arch_1,TUFT1,0.0046020867,0.007914867,-0.029764615
arch_1,TUG1,0.083205484,0.15438467,-0.006359226
arch_1,TULP1,0.0020822904,0.003996894,-0.018816004
arch_1,TULP2,0.0018089685,0.0032858746,-0.018112399
arch_1,TULP3,0.10218764,0.19843969,0.0016614159
arch_1,TULP4,0.11195085,0.21523647,-0.07015985
arch_1,TUSC1,0.0017581482,0.006424937,-0.015612117
arch_1,TUSC2,0.00094891194,0.005976165,-0.01589003
arch_1,TUSC3,0.046903513,0.09342875,-0.09075604
arch_1,TUT1,0.013159517,0.024388056,-0.0050270683
arch_1,TUT4,0.2250298,0.4422822,-0.0033948545
arch_1,TUT7,0.10026146,0.19400066,-0.0012744602
arch_1,TVP23A,0.017101042,0.031835303,0.028906805
arch_1,TVP23B,0.026565714,0.050595235,0.003987348
arch_1,TVP23C,0.09438242,0.1775155,-0.08490337
arch_1,TWF1,0.010456556,0.020595452,0.002173433
arch_1,TWF2,0.0005737863,0.009373555,-0.01607088
arch_1,TWIST1,0.021623084,0.044199243,0.01597295
arch_1,TWIST2,0.12898463,0.31165227,0.1650353
arch_1,TWISTNB,0.009861371,0.019555027,0.008714619
arch_1,TWNK,0.003362841,0.0067758514,-0.00365782
arch_1,TWSG1,0.046880186,0.08879825,0.0013799779
arch_1,TXK,0.0018168024,0.011664464,-0.01833413
arch_1,TXLNA,0.03959257,0.074492775,0.007554435
arch_1,TXLNG,0.061123196,0.11838867,0.04977745
arch_1,TXN,0.0130264815,0.02746426,0.024998527
arch_1,TXN2,0.005784232,0.017234264,-0.00972746
arch_1,TXNDC11,0.062427625,0.11826745,0.0033672915
arch_1,TXNDC12,0.036169097,0.06838728,0.010799134
arch_1,TXNDC12-AS1,0.00050046045,0.0009382462,-0.018247236
arch_1,TXNDC15,0.057417806,0.10695578,-0.014529597
arch_1,TXNDC16,0.028796988,0.054195438,0.004512867
arch_1,TXNDC17,0.0019413605,0.007988097,-0.022444421
arch_1,TXNDC5,0.027562978,0.052774213,-0.017247133
arch_1,TXNDC8,0.0009501616,0.0015583904,-0.021954669
arch_1,TXNDC9,0.022223854,0.041405983,0.004065957
arch_1,TXNIP,0.06636013,0.46998146,0.12087362
arch_1,TXNL1,0.055769656,0.10563732,-0.008402261
arch_1,TXNL4A,0.047885712,0.08905526,-0.0284323
arch_1,TXNL4B,0.023553394,0.044546906,0.015782047
arch_1,TXNRD1,0.25408775,0.7566137,0.2607018
arch_1,TXNRD2,0.0321649,0.059212934,0.0040296726
arch_1,TXNRD3,0.025471078,0.047394022,0.0023694176
arch_1,TYK2,0.030566147,0.056327023,0.00093804346
arch_1,TYMP,0.027640311,0.050944343,0.012337179
arch_1,TYMS,0.013359813,0.025382038,0.013620356
arch_1,TYMSOS,0.0022063416,0.004074136,-0.016049115
arch_1,TYR,0.014222626,0.030649839,-0.021669881
arch_1,TYRO3,0.005908101,0.010232152,-0.016402785
arch_1,TYSND1,0.012408269,0.022413805,-0.011792785
arch_1,TYW1,0.11945829,0.22830176,0.0075924518
arch_1,TYW1B,0.067657195,0.12640053,-0.0008832296
arch_1,TYW3,0.029455151,0.05469813,0.0004802299
arch_1,TYW5,0.03437215,0.064350456,-0.002755026
arch_1,U2AF1,0.005557852,0.01055404,-0.01335668
arch_1,U2AF1L4,0.003134049,0.006876161,-0.009266909
arch_1,U2AF1L5,0.0035828818,0.0066482136,-0.0147774825
arch_1,U2AF2,0.012765078,0.025170736,-0.001521524
arch_1,U2SURP,0.119152926,0.22149472,0.00021975729
arch_1,U52111.1,0.0016811079,0.0031226326,-0.019636191
arch_1,U73166.1,0.0066414652,0.011285037,-0.026181025
arch_1,U91319.1,0.0028658174,0.0051097814,-0.02279429
arch_1,U91324.1,0.0005580023,0.001192292,-0.013700987
arch_1,U91328.1,0.0016494684,0.0031437557,-0.022228286
arch_1,U91328.2,0.015296705,0.027998036,-0.004839152
arch_1,U91328.3,0.00048385182,0.00092438067,-0.01984779
arch_1,UACA,0.32650658,0.6966456,-0.1988305
arch_1,UAP1,0.16747,0.41765085,0.17384687
arch_1,UAP1L1,0.0026622177,0.0062751295,-0.019891169
arch_1,UBA1,0.030241894,0.05569985,0.0001253449
arch_1,UBA2,0.10284374,0.1954411,0.0026096965
arch_1,UBA3,0.053678878,0.10273857,0.0034768526
arch_1,UBA5,0.049475424,0.09234485,-0.016966863
arch_1,UBA52,0.001207911,0.033425752,-0.017051363
arch_1,UBA6,0.087519065,0.16370055,-0.021966528
arch_1,UBA6-AS1,0.09822906,0.21317968,-0.024932723
arch_1,UBA7,0.005577682,0.009715952,-0.02145814
arch_1,UBAC1,0.012155356,0.035814893,-0.0036968612
arch_1,UBAC2,0.12703708,0.29624775,0.027391136
arch_1,UBAC2-AS1,0.0023888224,0.004481672,-0.017740736
arch_1,UBALD1,0.00870795,0.016517546,-0.0018004713
arch_1,UBALD2,0.010955104,0.02223681,0.0035196678
arch_1,UBAP1,0.16900302,0.34618083,0.054499727
arch_1,UBAP1L,0.030248737,0.053129766,-0.014129205
arch_1,UBAP2,0.09534877,0.18450683,0.012870713
arch_1,UBAP2L,0.07861074,0.14882378,0.013973747
arch_1,UBASH3B,0.025750374,0.05221489,-0.040332336
arch_1,UBB,0.00087658595,0.065502875,-0.025868522
arch_1,UBC,0.012296645,0.15794769,0.037700728
arch_1,UBE2A,0.019129202,0.038194947,0.0077887056
arch_1,UBE2B,0.15367384,0.3049212,0.01132505
arch_1,UBE2D1,0.019440137,0.06329951,0.033256974
arch_1,UBE2D2,0.1556722,0.3103946,0.01587679
arch_1,UBE2D3,0.23556669,0.47968644,0.036235515
arch_1,UBE2D3-AS1,0.016564518,0.029646043,-0.014767607
arch_1,UBE2D4,0.016674563,0.030225974,-0.015327667
arch_1,UBE2E1,0.19101728,0.38700098,-0.013561895
arch_1,UBE2E2,0.59285635,1.4654871,-0.05981907
arch_1,UBE2E3,0.14063685,0.286458,-0.016778367
arch_1,UBE2F,0.041206587,0.079221584,0.01301689
arch_1,UBE2G1,0.09859877,0.20660369,0.015475695
arch_1,UBE2G2,0.10201426,0.1941726,0.028688585
arch_1,UBE2H,0.16524509,0.46794027,0.092929296
arch_1,UBE2I,0.05528047,0.10158025,0.008802384
arch_1,UBE2J1,0.04997801,0.09437736,0.0015199913
arch_1,UBE2J2,0.038727216,0.071066,0.0082871495
arch_1,UBE2K,0.2491613,0.5107721,0.028964007
arch_1,UBE2L3,0.05710273,0.10629628,0.009743232
arch_1,UBE2L5,0.0010335486,0.0021869424,-0.01622089
arch_1,UBE2L6,0.0064509762,0.012280883,-0.008907579
arch_1,UBE2M,0.0015703023,0.015046036,-0.016014628
arch_1,UBE2N,0.05825581,0.112476595,0.009079975
arch_1,UBE2O,0.049661927,0.09582869,0.0026767517
arch_1,UBE2Q1,0.0028545447,0.015229584,-0.015755484
arch_1,UBE2Q2,0.075486936,0.14251015,-0.008807175
arch_1,UBE2Q2L,0.018455742,0.03644587,0.005610084
arch_1,UBE2QL1,0.00070920924,0.009317772,-0.015906451
arch_1,UBE2R2,0.15775436,0.31682092,0.02239906
arch_1,UBE2R2-AS1,0.004225901,0.007970994,-0.017751731
arch_1,UBE2S,0.0050670328,0.010810534,-0.005776707
arch_1,UBE2V1,0.056676567,0.105513856,0.004736951
arch_1,UBE2V2,0.0563251,0.106806405,0.013264
arch_1,UBE2W,0.110109456,0.22555768,0.021187235
arch_1,UBE2Z,0.045398183,0.08391657,0.0013046191
arch_1,UBE3A,0.1749567,0.34172392,0.012871851
arch_1,UBE3B,0.04001333,0.073362805,-0.0023332343
arch_1,UBE3C,0.21031398,0.4175537,0.015482594
arch_1,UBE3D,0.06939202,0.14012781,0.0115325535
arch_1,UBE4A,0.06521216,0.12164704,0.00616673
arch_1,UBE4B,0.17659971,0.35066003,0.00077289564
arch_1,UBFD1,0.013012438,0.025777683,-0.0017395142
arch_1,UBIAD1,0.015479766,0.028734213,0.0014418683
arch_1,UBL3,0.09153894,0.17942217,-0.0037787596
arch_1,UBL4A,0.00041282814,0.0060363444,-0.019580116
arch_1,UBL7,0.0041167643,0.008279802,-0.015551454
arch_1,UBL7-AS1,0.010856854,0.019946048,-0.0068488633
arch_1,UBLCP1,0.023649316,0.044209387,0.0025707325
arch_1,UBN1,0.05783008,0.1101487,0.02808236
arch_1,UBN2,0.10638883,0.2008839,-0.011439743
arch_1,UBOX5,0.020961149,0.038582124,0.0029463703
arch_1,UBOX5-AS1,0.031765364,0.058687847,0.00595212
arch_1,UBP1,0.07123518,0.13392346,0.0038084409
arch_1,UBQLN1,0.077793226,0.14768143,0.012082358
arch_1,UBQLN2,0.010510994,0.025691915,0.0056640804
arch_1,UBQLN4,0.012281108,0.022404054,0.0014678844
arch_1,UBR1,0.2059284,0.40899754,0.007832325
arch_1,UBR2,0.21982267,0.4338844,-0.02280883
arch_1,UBR3,0.3292305,0.67597276,-0.021958577
arch_1,UBR4,0.1190435,0.22961465,0.014839417
arch_1,UBR5,0.37025893,0.78626746,0.01285236
arch_1,UBR5-AS1,0.010456965,0.018566826,-0.012892694
arch_1,UBR7,0.020092398,0.03688788,-0.0070163477
arch_1,UBTD1,0.049615446,0.09397515,-0.039101113
arch_1,UBTD2,0.09570562,0.18706232,0.011889159
arch_1,UBTF,0.02224669,0.03969917,-0.0054559824
arch_1,UBXN1,0.004581519,0.014752575,-0.002266952
arch_1,UBXN11,0.007513869,0.014293236,-0.0002906226
arch_1,UBXN2A,0.08924166,0.16564524,-0.014939729
arch_1,UBXN2B,0.03726481,0.070387565,-0.009622533
arch_1,UBXN4,0.11519213,0.21979268,0.004727736
arch_1,UBXN6,0.009044666,0.021385236,-0.005700017
arch_1,UBXN7,0.08409844,0.16082048,-0.0053661084
arch_1,UBXN7-AS1,0.0005343209,0.0009456925,-0.019232607
arch_1,UBXN8,0.014585006,0.027970744,0.006942745
arch_1,UCHL1,0.0027381917,0.0069203116,-0.0074367556
arch_1,UCHL1-AS1,0.0003616477,0.0008276401,-0.017848175
arch_1,UCHL3,0.031671155,0.05927559,-0.006846731
arch_1,UCHL5,0.039017923,0.072848774,-0.00028768898
arch_1,UCK1,0.0031781981,0.0073287166,-0.014795935
arch_1,UCK2,0.041494537,0.08203026,0.02791718
arch_1,UCKL1,0.00848823,0.018356614,-0.005529889
arch_1,UCKL1-AS1,0.004138004,0.0072404025,-0.013797089
arch_1,UCN,0.00091422466,0.002283545,-0.015732408
arch_1,UCP1,0.00061846426,0.0011409635,-0.019752529
arch_1,UCP3,0.0017340226,0.0031131546,-0.019916479
arch_1,UEVLD,0.06327996,0.1202883,-0.01084001
arch_1,UFC1,0.007431857,0.018190015,-0.006292446
arch_1,UFD1,0.024525367,0.044825405,-0.0034055451
arch_1,UFL1,0.06404681,0.11832091,-0.01750461
arch_1,UFL1-AS1,0.029772919,0.059812743,0.014868776
arch_1,UFM1,0.053668622,0.10234863,0.00394418
arch_1,UFSP2,0.033266816,0.061541427,-0.0061475863
arch_1,UGCG,0.05960405,0.11598076,0.020365402
arch_1,UGDH,0.05315091,0.114578515,0.04859246
arch_1,UGDH-AS1,0.07611707,0.14841922,0.008479016
arch_1,UGGT1,0.06893578,0.12960155,-0.0003556447
arch_1,UGGT2,0.41963547,1.0005801,0.079399146
arch_1,UGP2,0.13383114,0.27820563,0.04860815
arch_1,UGT2B7,0.00056139444,0.0012039415,-0.018550837
arch_1,UGT8,0.0005801452,0.0010511084,-0.01490044
arch_1,UHMK1,0.043124128,0.0814306,0.013334896
arch_1,UHRF1,0.0011709632,0.002812627,-0.017771425
arch_1,UHRF1BP1,0.0596693,0.113453366,0.00011485134
arch_1,UHRF1BP1L,0.124959916,0.24459437,0.028672133
arch_1,UHRF2,0.10767843,0.20737565,0.011352492
arch_1,UIMC1,0.13701253,0.26674095,0.0014354505
arch_1,ULK1,0.049654488,0.091494985,0.01160597
arch_1,ULK2,0.062084235,0.11570005,-0.019187687
arch_1,ULK3,0.007361236,0.015543111,-0.00969222
arch_1,ULK4,0.12607868,0.25405142,0.022941843
arch_1,UMAD1,0.19825259,0.40980405,0.00829188
arch_1,UMPS,0.018231923,0.033938408,0.0006030394
arch_1,UNC119B,0.0072656823,0.014842487,0.00062398287
arch_1,UNC13A,0.0014929229,0.002610922,-0.022121314
arch_1,UNC13B,0.084413365,0.15920404,-0.03144347
arch_1,UNC13C,0.004718189,0.009665714,-0.024129929
arch_1,UNC13D,0.004492807,0.008464048,-0.02217256
arch_1,UNC45A,0.021556523,0.04029634,-0.00021263665
arch_1,UNC50,0.02563842,0.04842877,-0.002411573
arch_1,UNC5B,0.03322222,0.056352716,-0.08248539
arch_1,UNC5C,0.5107546,1.2530378,-0.027818218
arch_1,UNC5CL,0.0015221986,0.002860601,-0.022855518
arch_1,UNC5D,0.0058796667,0.01183515,-0.0060652737
arch_1,UNC79,0.010048585,0.021289255,-0.018793214
arch_1,UNC80,0.0014772577,0.004189383,-0.032847237
arch_1,UNC93B1,0.0061661606,0.013692638,-0.008505746
arch_1,UNG,0.0067919707,0.012991254,-0.01158188
arch_1,UNK,0.077150896,0.14426285,-0.00781479
arch_1,UNKL,0.05627821,0.105469376,-0.007078644
arch_1,UPB1,0.002256011,0.0041873655,-0.021831589
arch_1,UPF1,0.032380152,0.060678758,0.016581712
arch_1,UPF2,0.10549154,0.20063433,0.0038985133
arch_1,UPF3A,0.102851965,0.19853263,0.021367358
arch_1,UPF3B,0.03980835,0.07376997,0.01136687
arch_1,UPK1B,0.0018260852,0.0035099122,-0.02147578
arch_1,UPK2,0.003315282,0.0058061336,-0.026017506
arch_1,UPK3B,0.0011805288,0.0022083088,-0.021246726
arch_1,UPK3BL2,0.000551306,0.0009987743,-0.016392589
arch_1,UPP1,0.0039508096,0.015035941,0.0035513374
arch_1,UPP2,0.019028734,0.03606133,0.0005300939
arch_1,UPRT,0.02267661,0.04179089,-0.006853746
arch_1,UQCC1,0.089534566,0.17085676,-0.00036451436
arch_1,UQCC2,0.013274881,0.03181258,0.003611228
arch_1,UQCC3,0.0027042355,0.007889354,-0.017536832
arch_1,UQCR11,0.0013651466,0.051267624,-0.015673393
arch_1,UQCRC1,0.0025588444,0.032174423,-0.007827822
arch_1,UQCRC2,0.065886445,0.1381813,0.0036028586
arch_1,UQCRFS1,0.0006818137,0.041967902,-0.014543608
arch_1,UQCRH,0.0046719457,0.076849505,0.01825538
arch_1,URB1,0.04674459,0.08842613,0.034632925
arch_1,URB1-AS1,0.0005730413,0.0021784203,-0.018933183
arch_1,URB2,0.015908856,0.029925177,0.023223823
arch_1,URGCP,0.086253166,0.15957448,-0.007798043
arch_1,URI1,0.15078425,0.2960901,-0.0019839732
arch_1,URM1,0.017083623,0.032774955,0.0073647215
arch_1,UROD,0.0033100478,0.008649819,-0.018181086
arch_1,UROS,0.021420332,0.039954305,-0.011176834
arch_1,USB1,0.01075038,0.020689316,0.001279462
arch_1,USE1,0.009841654,0.017614702,-0.014979659
arch_1,USF1,0.0066406047,0.012809039,-0.0032304614
arch_1,USF2,0.017444946,0.033257943,-0.011821162
arch_1,USF3,0.04570779,0.084997535,0.00023107592
arch_1,USH1C,0.00022171758,0.0004147494,-0.021920975
arch_1,USH2A,0.0006477212,0.019613387,-0.012540267
arch_1,USHBP1,0.018006159,0.032599024,-0.0074177096
arch_1,USO1,0.17134689,0.33332697,-0.043255426
arch_1,USP1,0.020273192,0.037001807,-0.005306299
arch_1,USP10,0.09371526,0.18028647,0.0076678735
arch_1,USP11,0.03034118,0.054362204,-0.014066274
arch_1,USP12,0.09610857,0.18716927,0.0035845507
arch_1,USP12-AS1,0.0041665845,0.0076788617,-0.012445043
arch_1,USP12-AS2,0.0005346061,0.0010165973,-0.020757275
arch_1,USP13,0.011805577,0.102440044,0.021560563
arch_1,USP14,0.074732065,0.1403866,0.0043534925
arch_1,USP15,0.2332072,0.4830831,0.038633622
arch_1,USP16,0.06309481,0.11616814,0.0045954967
arch_1,USP18,0.0066865194,0.012041016,-0.020990487
arch_1,USP19,0.006997256,0.013899873,-0.007918921
arch_1,USP2-AS1,0.0024129143,0.006446062,-0.0075835288
arch_1,USP20,0.033833593,0.061827533,0.006075509
arch_1,USP21,0.0036351182,0.0068815197,-0.016828615
arch_1,USP22,0.09302462,0.17456919,-0.012124974
arch_1,USP24,0.1804943,0.346258,0.009793651
arch_1,USP25,0.14990972,0.29991722,0.023614481
arch_1,USP26,0.000504616,0.00091598777,-0.016637595
arch_1,USP27X,0.000801414,0.0019202243,-0.023301117
arch_1,USP28,0.01708532,0.0822114,0.007317367
arch_1,USP3,0.15238056,0.30604008,0.0210791
arch_1,USP3-AS1,0.05807661,0.110740885,0.009299907
arch_1,USP30,0.015532296,0.028399192,-0.013379829
arch_1,USP31,0.047104582,0.09764549,0.019417902
arch_1,USP32,0.2072249,0.44095233,0.040023785
arch_1,USP33,0.20723465,0.43385804,0.06470999
arch_1,USP34,0.4175927,0.90315115,9.2955204e-05
arch_1,USP35,0.0065444317,0.011800734,-0.0170994
arch_1,USP36,0.06875289,0.13063534,0.024901122
arch_1,USP37,0.070530325,0.131801,0.0009099483
arch_1,USP38,0.020863973,0.037782382,-0.0036626796
arch_1,USP39,0.053984154,0.09891092,-0.014728764
arch_1,USP4,0.07833053,0.14367115,-0.0052835876
arch_1,USP40,0.11087194,0.20863558,-0.01988579
arch_1,USP42,0.06057591,0.11306038,-0.013429957
arch_1,USP43,0.0017072929,0.0030913814,-0.019740527
arch_1,USP44,0.01037792,0.019615648,0.008949471
arch_1,USP45,0.098203845,0.18912148,0.0075974427
arch_1,USP46,0.049359743,0.0924098,-0.029819496
arch_1,USP46-AS1,0.0040709986,0.0077938004,-0.017423742
arch_1,USP47,0.33386967,0.7028749,-0.0058363844
arch_1,USP48,0.13847634,0.26249412,-0.013510733
arch_1,USP49,0.03572725,0.07026531,0.0015327294
